time,latitude,longitude,depth,mag,nst,gap,dmin,rms,net,id,place,horizontalError,magNst,locationSource
2020-02-13T06:36:28.761Z,-20.9414,-70.9405,10,4.4,,158,1.045,0.8,us,us70007p7h,"115km SW of Iquique, Chile",4.5,14,us
2020-02-13T06:30:17.520Z,35.5926667,-117.3865,1.74,1.84,25,106,0.06201,0.19,ci,ci39070079,"19km S of Trona, CA",0.36,26,ci
2020-02-13T06:26:53.120Z,36.6856667,-121.2866667,7.09,1.87,40,47,0.02955,0.09,nc,nc73340445,"12km SSE of Tres Pinos, CA",0.23,38,nc
2020-02-13T06:25:49.340Z,33.5788333,-116.8126667,4.79,1.54,72,22,0.04316,0.2,ci,ci39070071,"13km WNW of Anza, CA",0.13,45,ci
2020-02-13T06:21:44.360Z,17.9443,-66.9151,10,3.36,11,212,0.0473,0.18,pr,pr2020044008,"1km S of Guanica, Puerto Rico",0.87,4,pr
2020-02-13T06:15:23.660Z,19.2096672,-155.3981628,34.12,1.83,34,171,0.0277,0.1,hv,hv71381367,"8km E of Pahala, Hawaii",0.62,6,hv
2020-02-13T06:12:15.500Z,35.8376667,-117.6666667,5.48,1.34,19,83,0.06031,0.16,ci,ci39070063,"24km N of Ridgecrest, CA",0.26,21,ci
2020-02-13T06:02:26.929Z,34.99883333,-97.81616667,7,1.73,29,49,0.185363625,0.32,ok,ok2020dbap,"11km ENE of Ninnekah, Oklahoma",,5,ok
2020-02-13T05:59:30.760Z,42.09433333,-119.7775,1.6,1.8,9,184,,0.42,uw,uw61573862,"48km ESE of Lakeview, Oregon",3.05,3,uw
2020-02-13T05:55:04.370Z,35.6824989,-117.5478363,8.04,0.95,16,145,0.09867,0.1,ci,ci39070055,"13km ENE of Ridgecrest, CA",0.41,4,ci
2020-02-13T05:50:38.449Z,-20.9534,-70.7874,10,5,,136,0.908,0.68,us,us70007p6w,"105km SW of Iquique, Chile",3.9,15,us
2020-02-13T05:50:20.840Z,19.2145004,-155.4133301,32.65,2.13,45,150,0.02734,0.13,hv,hv71381357,"7km NE of Pahala, Hawaii",0.69,11,hv
2020-02-13T05:42:25.940Z,35.6653333,-117.5268333,1.19,1.2,25,61,0.09466,0.16,ci,ci37434373,"14km ENE of Ridgecrest, CA",0.22,21,ci
2020-02-13T05:42:23.660Z,35.665,-117.5258333,1.15,1.01,24,80,0.09393,0.14,ci,ci39070039,"14km ENE of Ridgecrest, CA",0.2,8,ci
2020-02-13T05:42:01.856Z,61.5672,-148.0384,14.5,1.8,,,,1.31,ak,ak02020uvfyx,"48km E of Lazy Mountain, Alaska",,,ak
2020-02-13T05:40:57.320Z,38.7923317,-122.7476654,1.47,1.07,20,57,0.01247,0.03,nc,nc73340415,"2km NNE of The Geysers, CA",0.23,4,nc
2020-02-13T05:33:38.880Z,35.26616667,-97.89666667,7,0.95,10,109,0.10257987,0.17,ok,ok2020dazq,"6km SE of Minco, Oklahoma",,5,ok
2020-02-13T05:27:38.150Z,19.2591,-68.0616,40,2.96,10,333,1.2368,0.43,pr,pr2020044007,"107km NNW of San Antonio, Puerto Rico",4.72,0,pr
2020-02-13T05:09:29.050Z,48.487,-123.4496667,25.83,1.18,16,60,,0.31,uw,uw61573857,"5km NE of Langford, Canada",0.69,8,uw
2020-02-13T05:00:55.440Z,19.1981659,-155.4515076,37.17,1.94,20,196,0.06431,0.11,hv,hv71381337,"3km ESE of Pahala, Hawaii",1.1,4,hv
2020-02-13T04:58:25.260Z,36.6746667,-121.3121667,2.19,1.13,16,104,0.05246,0.08,nc,nc73340400,"13km S of Tres Pinos, CA",0.34,12,nc
2020-02-13T04:31:52.248Z,-15.9472,-74.6272,35,5,,147,4.485,0.96,us,us70007p6c,"57km S of Acari, Peru",10,15,us
2020-02-13T04:31:38.946Z,65.2669,-149.0971,7,1.5,,,,0.55,ak,ak02020u7qap,"69km NW of Ester, Alaska",,,ak
2020-02-13T04:28:04.178Z,59.7364,-152.9622,110.5,2.4,,,,0.58,ak,ak02020u70iv,"63km W of Anchor Point, Alaska",,,ak
2020-02-13T04:21:07.730Z,17.896,-66.829,7,3.15,11,222,0.0937,0.13,pr,pr2020044006,"10km S of Indios, Puerto Rico",0.75,4,pr
2020-02-13T04:19:45.401Z,37.3127,-115.0825,0,1.3,12,158.41,0.097,0.1766,nn,nn00717039,"9km SE of Alamo, Nevada",,8,nn
2020-02-13T04:13:16.306Z,58.793,-154.4973,137.4,10.5,,,,0.64,ak,ak02020u3tu7,"109km SSE of Old Iliamna, Alaska",,,ak
2020-02-13T04:06:36.640Z,34.1611667,-117.3343333,9.42,0.99,53,53,0.0396,0.13,ci,ci39069983,"1km NE of Muscoy, CA",0.14,20,ci
2020-02-13T04:03:17.035Z,61.2523,-151.9446,96.6,3.6,,,,0.69,ak,ak02020u1ojh,"75km NNW of Nikiski, Alaska",,,ak
2020-02-13T03:55:47.842Z,27.0792,129.4238,10,4.9,,121,1.055,0.91,us,us70007p63,"142km S of Naze, Japan",11.9,21,us
2020-02-13T03:54:19.350Z,17.8448,-66.8691,9,3.12,12,238,0.1307,0.26,pr,pr2020044005,"21km SSE of Guanica, Puerto Rico",0.84,4,pr
2020-02-13T03:52:15.820Z,38.8330002,-122.8174973,1.29,1.11,23,48,0.01121,0.04,nc,nc73340390,"8km NW of The Geysers, CA",0.2,4,nc
2020-02-13T03:39:00.220Z,45.3575,-122.2941667,4.94,1.49,14,129,,0.3,uw,uw61573847,"5km SSW of Sandy, Oregon",0.6,9,uw
2020-02-13T03:36:10.450Z,36.6846667,-121.289,5.88,1.92,31,48,0.03162,0.13,nc,nc73340380,"12km SSE of Tres Pinos, CA",0.32,22,nc
2020-02-13T03:33:42.050Z,36.6888333,-121.2826667,8.55,3.69,72,44,0.02505,0.11,nc,nc73340375,"12km SSE of Tres Pinos, CA",0.14,4,nc
2020-02-13T03:33:39.730Z,19.309166,-155.4008331,42.07,1.97,25,114,0.02804,0.21,hv,hv71381262,"14km NE of Pahala, Hawaii",1.09,3,hv
2020-02-13T03:29:51.420Z,38.7588333,-122.7266667,0.83,2.1,7,100,0.003096,0.02,nc,nc73340370,"3km SE of The Geysers, CA",0.36,0,nc
2020-02-13T02:46:20.380Z,35.821,-117.6496667,5.31,1.1,19,79,0.04271,0.14,ci,ci39069959,"22km N of Ridgecrest, CA",0.24,12,ci
2020-02-13T02:39:04.990Z,36.6743333,-121.2953333,2.15,1.18,16,167,0.04243,0.06,nc,nc73340340,"13km S of Tres Pinos, CA",0.4,11,nc
2020-02-13T02:38:16.670Z,37.4356667,-113.1331667,12.74,1.73,14,56,0.1635,0.11,uu,uu60359882,"24km NNE of Toquerville, Utah",0.34,3,uu
2020-02-13T02:35:25.770Z,17.971,-66.8746,13,11,12,200,0.0062,0.28,pr,pr2020044004,"2km E of Yauco, Puerto Rico",1.18,7,pr
2020-02-13T02:33:17.164Z,60.3474,-150.9865,42.9,2.2,,,,0.65,ak,ak02020t18w6,"16km SSE of Soldotna, Alaska",,,ak
2020-02-13T02:30:58.929Z,35.1425,-95.384,7,1.61,22,206,0.091781989,0.15,ok,ok2020datp,"2km NNW of Quinton, Oklahoma",,4,ok
2020-02-13T02:30:06.360Z,33.0375,-116.4231667,11.2,0.96,27,50,0.06638,0.15,ci,ci39069951,"17km ESE of Julian, CA",0.21,10,ci
2020-02-13T02:26:17.740Z,49.295,-116.6736667,19.34,2,10,174,1.074,0.2,mb,mb80381644,"25km NNW of Creston, Canada",1.48,4,mb
2020-02-13T02:18:08.970Z,18.0003,-66.8683,11,3.48,12,122,0.0275,0.31,pr,pr2020044003,"1km ENE of Palomas, Puerto Rico",1.35,7,pr
2020-02-13T02:16:22.790Z,19.1639996,-155.4441681,35.95,1.7,10,255,0.08539,0.12,hv,hv71381132,"5km SE of Pahala, Hawaii",1.54,3,hv
2020-02-13T02:10:30.267Z,61.7657,-149.7286,41.7,1.5,,,,0.64,ak,ak02020swcfo,"15km NNE of Houston, Alaska",,,ak
2020-02-13T01:59:55.729Z,35.13433333,-399,6.83,2,38,196,0.10257987,0.18,ok,ok2020dasp,"1km NNW of Quinton, Oklahoma",,6,ok
2020-02-13T01:54:58.880Z,35.7828333,-117.5896667,5.6,1.18,19,78,0.03345,0.15,ci,ci39069935,"17km W of Searles Valley, CA",0.36,14,ci
2020-02-13T01:49:17.737Z,61.4414,-149.9837,41.1,1.6,,,,0.45,ak,ak02020sj8qg,"9km S of Big Lake, Alaska",,,ak
2020-02-13T01:43:39.890Z,35.6705,-117.5373333,10.74,1.09,14,92,0.1038,0.13,ci,ci39069927,"14km ENE of Ridgecrest, CA",0.34,11,ci
2020-02-13T01:39:15.630Z,35.6211667,-117.4436667,6.77,1.27,14,121,0.03774,0.11,ci,ci39069919,"17km SSW of Searles Valley, CA",0.32,15,ci
2020-02-13T01:25:04.490Z,19.2066669,-155.4216614,32.29,2.39,45,143,0.03824,0.13,hv,hv71381092,"6km E of Pahala, Hawaii",0.54,3,hv
2020-02-13T01:16:43.270Z,17.8528,-66.868,3,3.46,12,231,0.1228,0.26,pr,pr2020044002,"17km SSE of Guanica, Puerto Rico",1.31,6,pr
2020-02-13T01:14:04.870Z,19.2040005,-155.402832,31.42,1.98,26,170,0.074,0.13,hv,hv71381077,"8km E of Pahala, Hawaii",0.71,4,hv
2020-02-13T01:14:00.550Z,800,-117.6641667,2.79,1.28,17,99,0.01274,0.09,ci,ci39069911,"22km E of Little Lake, CA",0.21,15,ci
2020-02-13T01:13:53.120Z,19.2188339,-155.4083405,31.43,2.65,39,149,0.08101,0.11,hv,hv71381072,"7km ENE of Pahala, Hawaii",0.62,7,hv
2020-02-13T01:12:47.550Z,35.5438333,-117.4275,2.18,1.18,12,129,0.05112,0.2,ci,ci39069903,"24km ESE of Ridgecrest, CA",0.48,14,ci
2020-02-13T01:03:36.810Z,33.0078333,-116.3588333,10.71,2.88,98,48,0.05645,0.21,ci,ci39069791,"24km ESE of Julian, CA",0.13,130,ci
2020-02-13T01:00:32.750Z,37.9698333,-118.7023333,4.41,1.37,17,126,0.2832,0.21,nc,nc73340295,"37km E of Lee Vining, CA",0.54,14,nc
2020-02-13T00:58:50.010Z,19.2255001,-155.4123383,32.03,2.13,44,138,0.01842,0.14,hv,hv71381067,"7km ENE of Pahala, Hawaii",0.53,16,hv
2020-02-13T00:49:16.120Z,17.86,-66.8673,4,3.45,10,234,0.1157,0.25,pr,pr2020044001,"14km SSE of Guanica, Puerto Rico",1.57,6,pr
2020-02-13T00:19:57.332Z,63.7049,-145.5744,16.6,1.4,,,,0.46,ak,ak02020rrgr9,"25km SW of Deltana, Alaska",,,ak
2020-02-13T00:17:09.630Z,19.2049999,-155.451004,36.45,2.33,38,117,0.05043,0.12,hv,hv71381037,"3km E of Pahala, Hawaii",0.9,6,hv
2020-02-13T00:13:17.500Z,17.9743,-66.8776,13,3.58,13,199,0.0018,0.28,pr,pr2020044000,"3km ESE of Maria Antonia, Puerto Rico",1.38,5,pr
2020-02-13T00:08:29.400Z,37.5103333,-118.994,3.37,2.11,31,112,0.103,0.06,nc,nc73340275,"14km S of Mammoth Lakes, CA",0.23,31,nc
2020-02-13T00:03:29.560Z,19.1815,-155.2495,42.34,1.83,34,215,0.1019,0.12,hv,hv71381027,"24km E of Pahala, Hawaii",0.74,17,hv
2020-02-12T23:49:23.010Z,35.8843333,-117.6841667,3.74,1,16,82,0.06911,0.15,ci,ci39069591,"21km ESE of Little Lake, CA",0.28,13,ci
2020-02-12T23:48:28.407Z,62.8266,-148.3365,60.6,2.1,,,,0.72,ak,ak0201zi38oz,"70km SSE of Cantwell, Alaska",,,ak
2020-02-12T23:44:30.436Z,60.6676,-148.2802,13.5,2,,,,0.82,ak,ak0201zi2e03,"24km ESE of Whittier, Alaska",,,ak
2020-02-12T23:38:29.360Z,35.546,-117.4236667,2.27,1.54,25,95,0.05119,0.19,ci,ci39069583,"24km ESE of Ridgecrest, CA",0.26,24,ci
2020-02-12T23:36:39.870Z,33.4833333,-116.7956667,6.35,1.74,75,22,0.02922,0.21,ci,ci39069535,"8km NE of Aguanga, CA",0.14,42,ci
2020-02-12T23:36:16.060Z,35.7683333,-117.5938333,2.57,1.54,22,78,0.0474,0.18,ci,ci39069527,"17km W of Searles Valley, CA",0.31,24,ci
2020-02-12T23:27:08.070Z,17.919,-66.9103,9,3.1,12,220,0.0641,0.19,pr,pr2020043023,"13km S of Guanica, Puerto Rico",1.08,6,pr
2020-02-12T23:25:34.090Z,36.7808333,-121.4925,4.26,1.44,24,60,0.02725,0.18,nc,nc73340265,"8km SSE of San Juan Bautista, CA",0.4,19,nc
2020-02-12T23:07:57.420Z,38.8518333,-122.7516632,1.19,1.15,17,126,0.0214,0.05,nc,nc73340255,"4km NW of Cobb, CA",0.31,3,nc
2020-02-12T23:04:06.320Z,35.5463333,-117.4323333,3,1.06,13,116,0.0469,0.17,ci,ci37434357,"24km ESE of Ridgecrest, CA",0.35,4,ci
2020-02-12T23:03:48.370Z,35.5466667,-117.4231667,2.45,1.4,16,96,0.05092,0.18,ci,ci39069495,"24km ESE of Ridgecrest, CA",0.3,21,ci
2020-02-12T23:03:12.050Z,35.5468333,-117.4265,2.92,1.1,21,95,0.04913,0.21,ci,ci39069503,"24km ESE of Ridgecrest, CA",0.26,16,ci
2020-02-12T22:58:11.690Z,32.7793333,-115.4416667,10.89,1.4,13,158,0.02627,0.21,ci,ci39069479,"7km WSW of Holtville, CA",0.54,8,ci
2020-02-12T22:49:18.250Z,17.9183,-66.9128,9,2.94,12,221,0.066,0.16,pr,pr2020043022,"12km S of Guanica, Puerto Rico",0.79,7,pr
2020-02-12T22:44:11.070Z,66.2829,-157.369,0,2.2,,,,0.69,ak,ak0201zhgx4k,"72km SSW of Kobuk, Alaska",,,ak
2020-02-12T22:32:03.190Z,19.2456665,-155.3569946,-0.22,1.8,33,149,0.03912,0.17,hv,hv71380922,"13km ENE of Pahala, Hawaii",0.48,15,hv
2020-02-12T22:23:19.450Z,44.3416667,-110.5155,7.73,1.28,14,114,0.05214,0.16,uu,uu60359852,"28km ESE of Old Faithful Geyser, Wyoming",0.38,9,uu
2020-02-12T22:15:29.491Z,35.4514,-115.5676,0,1.6,6,131.44,0.035,0.3558,nn,nn00717018,"40km S of Sandy Valley, Nevada",,2,nn
2020-02-12T22:12:22.820Z,49.33833333,-120.5085,-0.51,1.98,9,211,,0.36,uw,uw61573792,"13km S of Princeton, Canada",2.81,4,uw
2020-02-12T22:03:15.800Z,17.963,-66.8753,14,2.43,12,204,0.0127,0.14,pr,pr2020043021,"3km SE of Palomas, Puerto Rico",0.58,7,pr
2020-02-12T21:48:29.470Z,33.4946667,-116.79,6.05,1.02,37,38,0.01966,0.16,ci,ci39069335,"9km NE of Aguanga, CA",0.19,27,ci
2020-02-12T21:34:09.890Z,34.0535,-117.2406667,15.79,1.48,63,26,0.0625,0.16,ci,ci39069327,"2km ENE of Loma Linda, CA",0.15,44,ci
2020-02-12T21:29:31.990Z,17.9321,-66.8026,15,2.25,11,212,0.0878,0.23,pr,pr2020043019,"7km SSE of Indios, Puerto Rico",1.18,8,pr
2020-02-12T21:21:33.400Z,42.704,-111.7498333,5.97,1.22,7,179,0.336,0.25,uu,uu60359837,"13km WNW of Soda Springs, Idaho",1.79,6,uu
2020-02-12T21:19:03.970Z,19.2045002,-155.4400024,33.34,1.83,38,130,0.05187,0.14,hv,hv71380862,"4km E of Pahala, Hawaii",0.61,8,hv
2020-02-12T21:03:07.890Z,37.6765,-118.8893333,2.15,1.54,24,115,0.0158,0.06,nc,nc73340235,"9km ENE of Mammoth Lakes, CA",0.25,22,nc
2020-02-12T20:57:42.430Z,34.1475,-116.539,10.55,0.96,25,45,0.1209,0.11,ci,ci39069231,"10km WNW of Yucca Valley, CA",0.18,12,ci
2020-02-12T20:46:56.450Z,45.562,-119.5725,-0.54,1.33,18,126,,0.58,uw,uw61573772,"23km N of Heppner, Oregon",1.1,13,uw
2020-02-12T20:46:17.130Z,19.2203331,-155.4313354,34.1,1.91,37,133,0.03625,0.12,hv,hv71380822,"5km ENE of Pahala, Hawaii",0.61,5,hv
2020-02-12T20:40:47.170Z,19.2229996,-155.4060059,31.73,1.77,32,161,0.01651,0.12,hv,hv71380817,"8km ENE of Pahala, Hawaii",0.85,3,hv
2020-02-12T20:14:40.660Z,37.643,-118.9145,2.78,1.13,19,70,0.01373,0.04,nc,nc73340230,"6km E of Mammoth Lakes, CA",0.38,18,nc
2020-02-12T20:13:41.160Z,37.6441667,-118.9143333,2.78,1.11,21,74,0.01267,0.04,nc,nc73340225,"6km E of Mammoth Lakes, CA",0.31,17,nc
2020-02-12T20:07:13.760Z,19.2001667,-155.4674988,33.89,1.99,25,219,0.05644,0.16,hv,hv71380762,"1km ESE of Pahala, Hawaii",1.05,6,hv
2020-02-12T20:04:35.250Z,46.007,-112.4665,-2,1.49,10,114,0.063,0.09,mb,mb80381579,"5km E of Butte, Montana",0.36,5,mb
2020-02-12T19:55:43.020Z,44.5241667,-111.1626667,15.36,1.02,16,146,0.09285,0.14,uu,uu60359827,"16km SSW of West Yellowstone, Montana",0.68,2,uu
2020-02-12T19:52:13.797Z,37.4556,-116.6934,8.4,1,17,150.14,0.448,0.1939,nn,nn00716992,"55km ESE of Goldfield, Nevada",,8,nn
2020-02-12T19:49:03.563Z,61.3188,-147.7712,22,2.1,,,,0.59,ak,ak0201zfpo39,"71km ESE of Butte, Alaska",,,ak
2020-02-12T19:46:06.884Z,66.3018,-157.4771,0,1.9,,,,0.97,ak,ak0201zfp174,"72km SSW of Kobuk, Alaska",,,ak
2020-02-12T19:41:14.960Z,18.8728333,-155.2241667,3.89,2.18,30,265,0.3601,0.14,hv,hv71380742,"45km SE of Pahala, Hawaii",0.85,14,hv
2020-02-12T19:34:11.580Z,17.845,-66.8816,9,2.64,11,238,0.1301,0.09,pr,pr2020043018,"14km S of Guanica, Puerto Rico",0.59,7,pr
2020-02-12T19:19:50.640Z,38.8516667,-122.7506667,1.4,1.33,37,95,0.01673,0.05,nc,nc73340195,"4km NW of Cobb, CA",0.2,4,nc
2020-02-12T19:17:55.847Z,10.6119,94.0898,10,4.3,,160,1.679,0.89,us,us70007nyd,"187km SE of Port Blair, India",5.1,21,us
2020-02-12T19:07:53.100Z,35.0478333,-118.316,-0.82,1.01,20,50,0.06083,0.14,ci,ci39069031,"13km W of Mojave, CA",0.32,12,ci
2020-02-12T19:01:42.150Z,49.1005,-122.1603333,-0.72,0.99,6,261,,0.21,uw,uw61573757,"8km NE of Abbotsford, Canada",1.39,2,uw
2020-02-12T18:58:33.260Z,36.572,-121.1616667,3.55,2.03,24,122,0.01911,0.06,nc,nc73340185,"5km NNW of Pinnacles, CA",0.28,15,nc
2020-02-12T18:54:34.360Z,37.3283333,-122.107,-0.33,1.13,9,127,0.0129,0.09,nc,nc73340180,"3km SSW of Loyola, CA",0.39,6,nc
2020-02-12T18:50:41.250Z,46.3275,-111.6153333,-2,1.52,11,143,0.334,0.11,mb,mb80381554,"7km W of Townsend, Montana",0.38,3,mb
2020-02-12T18:43:10.550Z,41.459,-112.3121667,0.49,0.96,8,155,0.09917,0.12,uu,uu60359817,"23km W of Perry, Utah",0.87,7,uu
2020-02-12T17:33:03.900Z,36.4295,-84.0243333,34.91,2.72,20,62,0.1236,0.24,se,se60303036,"4km ENE of Fincastle, Tennessee",0.43,14,se
2020-02-12T17:18:53.144Z,31.1963,-103.2756,6.01,2.7,,48,0.278,0.64,us,us70007nw9,"32km SE of Pecos, Texas",1.6,54,us
2020-02-12T17:13:40.643Z,39.6203,-119.4135,6.8,1,7,93.35,0.093,0.2047,nn,nn00716988,"13km W of Fernley, Nevada",,5,nn
2020-02-12T17:04:16.090Z,36.0356667,-117.4878333,4.28,1.04,25,54,0.0223,0.14,ci,ci39068767,"31km NNW of Searles Valley, CA",0.21,9,ci
2020-02-12T16:42:02.620Z,60.0319,-140.0346,7,1.4,,,,0.76,ak,ak0201zdvp7a,"56km NNW of Yakutat, Alaska",,,ak
2020-02-12T16:30:08.620Z,17.8996,-66.9125,9,3.06,9,237,0.0825,0.09,pr,pr2020043020,"13km S of Guanica, Puerto Rico",0.72,4,pr
2020-02-12T16:20:52.230Z,19.2000008,-155.4551697,35.04,1.86,44,115,0.04484,0.1,hv,hv71380437,"2km ESE of Pahala, Hawaii",0.59,8,hv
2020-02-12T15:58:31.460Z,19.1971664,-155.4349976,37.72,2.01,28,159,0.05353,0.11,hv,hv71380407,"4km E of Pahala, Hawaii",0.75,3,hv
2020-02-12T15:47:07.840Z,17.9671,-66.8766,15,3.05,12,203,0.0084,0.12,pr,pr2020043016,"3km SW of Indios, Puerto Rico",0.73,7,pr
2020-02-12T15:42:05.209Z,34.9585,-97.71516667,13.99,1.78,69,35,0.105279341,0.29,ok,ok2020czyf,"17km NW of Lindsay, Oklahoma",,27,ok
2020-02-12T15:40:39.960Z,19.2261658,-155.4106598,31.18,2.54,55,138,0.01679,0.13,hv,hv71380372,"6km NE of Pahala, Hawaii",0.44,14,hv
2020-02-12T15:26:30.441Z,31.5644,-103.5,5,2.8,,37,0.254,0.42,us,us70007nu1,"15km N of Pecos, Texas",0.8,48,us
2020-02-12T15:23:14.870Z,17.9631,-66.8736,14,2.84,9,204,0.0132,0.15,pr,pr2020043017,"2km SE of Maria Antonia, Puerto Rico",0.95,3,pr
2020-02-12T15:20:59.903Z,61.4747,-149.8867,33.2,1.9,,,,0.57,ak,ak0201zd5u93,"6km SE of Big Lake, Alaska",,,ak
2020-02-12T15:19:33.650Z,63.2563,-148.5803,66.3,1.4,,,,1.05,ak,ak0201zd5kid,"23km SE of Cantwell, Alaska",,,ak
2020-02-12T15:18:51.630Z,35.6668333,-117.5218333,9.91,1.03,20,90,0.09373,0.17,ci,ci37259212,"15km ENE of Ridgecrest, CA",0.38,4,ci
2020-02-12T15:18:50.160Z,35.9608333,-117.3708333,2.44,1.82,30,51,0.09954,0.17,ci,ci39299512,"22km N of Searles Valley, CA",0.21,28,ci
2020-02-12T15:07:02.344Z,36.4816,-115.2176,3.5,1.2,14,109.26,0.054,0.1898,nn,nn00716976,"29km NNW of Nellis Air Force Base, Nevada",,7,nn
2020-02-12T14:57:51.105Z,-17.7597,-178.5502,549.11,4.8,,40,3.237,0.76,us,us70007ntu,"265km SE of Lambasa, Fiji",4.4,257,us
2020-02-12T14:57:18.831Z,63.2629,-149.3416,16.3,1.8,,,,0.63,ak,ak0201zcs8yr,"24km SW of Cantwell, Alaska",,,ak
2020-02-12T14:54:12.200Z,36.5106,-115.2782,4.5,1.2,20,179.62,0.098,0.1549,nn,nn00716974,"35km NW of Nellis Air Force Base, Nevada",,7,nn
2020-02-12T14:44:45.000Z,35.706,-117.4733333,1.11,1.43,20,114,0.149,0.14,ci,ci39299488,"9km SW of Searles Valley, CA",0.32,18,ci
2020-02-12T14:40:33.183Z,63.3445,-145.103,7.9,1.3,,,,0.44,ak,ak0201zcomwm,"59km S of Deltana, Alaska",,,ak
2020-02-12T14:37:02.720Z,36.29883333,-98.17833333,7.74,1.98,96,73,0.038692407,0.23,ok,ok2020czwb,"23km NNE of Okeene, Oklahoma",,40,ok
2020-02-12T14:36:52.990Z,19.2258339,-155.4021606,31.6,2.56,54,143,0.01242,0.11,hv,hv71380317,"8km ENE of Pahala, Hawaii",0.49,25,hv
2020-02-12T14:34:44.190Z,19.1946659,-155.41716,32.7,2.53,43,164,0.04649,0.12,hv,hv71380312,"6km E of Pahala, Hawaii",0.52,7,hv
2020-02-12T14:29:53.830Z,36.1188333,-117.905,3.62,1.32,16,81,0.04062,0.11,ci,ci39299480,"9km NNE of Coso Junction, CA",0.32,18,ci
2020-02-12T14:16:53.020Z,37.6148333,-118.8501667,7.51,1.59,23,82,0.01097,0.06,nc,nc73340125,"12km ESE of Mammoth Lakes, CA",0.33,24,nc
2020-02-12T14:16:04.356Z,58.8103,-154.5056,119.1,4.4,,,,0.62,ak,ak0201zcjff3,"104km SSE of Old Iliamna, Alaska",,,ak
2020-02-12T14:13:45.570Z,19.2075005,-155.4103394,32.82,2.03,34,165,0.07127,0.13,hv,hv71380272,"7km E of Pahala, Hawaii",0.69,3,hv
2020-02-12T14:12:00.850Z,19.2068329,-155.408493,32.73,1.85,47,159,0.03223,0.12,hv,hv71380267,"7km E of Pahala, Hawaii",0.63,14,hv
2020-02-12T14:09:11.708Z,61.3859,-140.2059,11.9,1.6,,,,0.44,ak,ak0201zchy1u,"161km WNW of Haines Junction, Canada",,,ak
2020-02-12T14:07:02.187Z,63.2132,-150.3815,115.3,1.6,,,,0.29,ak,ak0201zchhvq,"74km WSW of Cantwell, Alaska",,,ak
2020-02-12T14:00:02.530Z,36.1146667,-117.9095,2.66,0.96,12,80,0.04434,0.12,ci,ci39299448,"8km NNE of Coso Junction, CA",0.32,12,ci
2020-02-12T13:53:54.190Z,19.1889992,-155.4506683,36.4,1.95,25,165,0.06966,0.09,hv,hv71380237,"3km ESE of Pahala, Hawaii",0.84,3,hv
2020-02-12T13:27:41.050Z,19.1846676,-155.4295044,36.55,2.79,23,276,0.1536,0.1,hv,hv71380217,"5km ESE of Pahala, Hawaii",2.02,3,hv
2020-02-12T13:22:02.240Z,17.8983,-66.8376,9,1.96,9,237,0.0873,0.07,pr,pr2020043015,"10km S of Indios, Puerto Rico",0.75,2,pr
2020-02-12T13:16:51.561Z,64.8462,-152.702,33.6,1.9,,,,1.1,ak,ak0201zby3rd,"46km SW of Tanana, Alaska",,,ak
2020-02-12T13:05:44.223Z,11.1876,-86.8172,35.93,4.5,,167,1.106,0.55,us,us70007nsg,"74km SSW of Masachapa, Nicaragua",3.8,142,us
2020-02-12T13:02:10.910Z,36.7486667,-120.6981667,1.73,1.87,22,129,0.1144,0.15,nc,nc73340120,"24km S of South Dos Palos, CA",0.51,22,nc
2020-02-12T12:59:18.000Z,19.1779995,-155.45784,33.51,2.47,24,209,0.08008,0.13,hv,hv71380187,"3km SE of Pahala, Hawaii",1.14,4,hv
2020-02-12T12:56:02.390Z,35.8551667,-117.6938333,5.36,1.26,17,74,0.07413,0.17,ci,ci39299408,"21km ESE of Little Lake, CA",0.31,17,ci
2020-02-12T12:51:00.440Z,33.5063333,-116.5033333,12.02,1.18,44,56,0.05602,0.22,ci,ci39299400,"17km ESE of Anza, CA",0.24,27,ci
2020-02-12T12:35:33.753Z,61.3461,-150.0981,19.9,2.6,,,,0.9,ak,ak0201zbgp6t,"12km NNW of Anchorage, Alaska",,,ak
2020-02-12T12:35:05.230Z,35.9738333,-117.7728333,6.94,1.11,14,83,0.03046,0.09,ci,ci39299368,"13km ENE of Little Lake, CA",0.22,13,ci
2020-02-12T12:33:37.880Z,35.8671667,-117.6948333,8.82,1.64,23,48,0.08161,0.12,ci,ci39299360,"21km ESE of Little Lake, CA",0.21,26,ci
2020-02-12T12:18:32.500Z,33.247,-116.2585,10.74,1.12,61,37,0.0543,0.2,ci,ci39299352,"11km E of Borrego Springs, CA",0.17,32,ci
2020-02-12T12:12:42.950Z,19.2093334,-155.4268341,32.54,2,35,152,0.03941,0.14,hv,hv71380117,"5km E of Pahala, Hawaii",0.62,5,hv
2020-02-12T12:11:21.070Z,19.2228336,-155.4056702,32.3,2.13,36,159,0.01651,0.12,hv,hv71380112,"8km ENE of Pahala, Hawaii",0.61,9,hv
2020-02-12T11:45:43.050Z,17.9218,-66.847,11,2.55,11,215,0.0623,0.16,pr,pr2020043013,"7km SE of Maria Antonia, Puerto Rico",0.7,3,pr
2020-02-12T11:44:13.530Z,35.6266667,-117.584,6.85,1.15,15,113,0.107,0.12,ci,ci39299336,"8km E of Ridgecrest, CA",0.23,16,ci
